,country,year,sex,age,count of suicides,population,suicide rate, gdp_for_year ($) ,gdp_per_capita ($),generation,GDP,suicide level,Total_suicide_count
23814,Spain,2008,female,5-14 years,2,2092458,0.1,"1,635,015,380,108",37848,Generation Z,Low GDP,Low,100202
23815,Spain,2008,male,5-14 years,2,2209304,0.09,"1,635,015,380,108",37848,Generation Z,Low GDP,Low,100202
23816,Spain,2009,male,75+ years,517,1514292,34.14,"1,499,099,749,931",34470,Silent,Low GDP,Low,100202
23817,Spain,2009,male,55-74 years,714,4165673,17.14,"1,499,099,749,931",34470,Silent,Low GDP,Low,100202
23818,Spain,2009,male,35-54 years,945,7078821,13.35,"1,499,099,749,931",34470,Boomers,Low GDP,Low,100202
23819,Spain,2009,male,25-34 years,344,3882169,8.86,"1,499,099,749,931",34470,Generation X,Low GDP,Low,100202
23820,Spain,2009,female,75+ years,149,2382502,6.25,"1,499,099,749,931",34470,Silent,Low GDP,Low,100202
23821,Spain,2009,male,15-24 years,139,2527370,5.5,"1,499,099,749,931",34470,Millenials,Low GDP,Low,100202
23822,Spain,2009,female,55-74 years,227,4595765,4.94,"1,499,099,749,931",34470,Silent,Low GDP,Low,100202
23823,Spain,2009,female,35-54 years,274,6917215,3.96,"1,499,099,749,931",34470,Boomers,Low GDP,Low,100202
23824,Spain,2009,female,25-34 years,80,3645416,2.19,"1,499,099,749,931",34470,Generation X,Low GDP,Low,100202
23825,Spain,2009,female,15-24 years,32,2405171,1.33,"1,499,099,749,931",34470,Millenials,Low GDP,Low,100202
23826,Spain,2009,male,5-14 years,7,2247483,0.31,"1,499,099,749,931",34470,Generation Z,Low GDP,Low,100202
23827,Spain,2009,female,5-14 years,1,2128209,0.05,"1,499,099,749,931",34470,Generation Z,Low GDP,Low,100202
23828,Spain,2010,male,75+ years,488,1554056,31.4,"1,431,616,749,640",32839,Silent,Low GDP,Low,100202
23829,Spain,2010,male,55-74 years,635,4217377,15.06,"1,431,616,749,640",32839,Silent,Low GDP,Low,100202
23830,Spain,2010,male,35-54 years,971,7176013,13.53,"1,431,616,749,640",32839,Generation X,Low GDP,Low,100202
23831,Spain,2010,male,25-34 years,272,3734261,7.28,"1,431,616,749,640",32839,Generation X,Low GDP,Low,100202
23832,Spain,2010,female,75+ years,120,2436769,4.92,"1,431,616,749,640",32839,Silent,Low GDP,Low,100202
23833,Spain,2010,female,55-74 years,207,4648706,4.45,"1,431,616,749,640",32839,Silent,Low GDP,Low,100202
23834,Spain,2010,male,15-24 years,99,2455458,4.03,"1,431,616,749,640",32839,Millenials,Low GDP,Low,100202
23835,Spain,2010,female,35-54 years,281,7026589,4.0,"1,431,616,749,640",32839,Generation X,Low GDP,Low,100202
23836,Spain,2010,female,25-34 years,59,3550860,1.66,"1,431,616,749,640",32839,Generation X,Low GDP,Low,100202
23837,Spain,2010,female,15-24 years,23,2348349,0.98,"1,431,616,749,640",32839,Millenials,Low GDP,Low,100202
23838,Spain,2010,male,5-14 years,3,2285012,0.13,"1,431,616,749,640",32839,Generation Z,Low GDP,Low,100202
23839,Spain,2010,female,5-14 years,0,2161906,0.0,"1,431,616,749,640",32839,Generation Z,Low GDP,Low,100202
23840,Spain,2011,male,75+ years,514,1587724,32.37,"1,488,067,258,325",34097,Silent,Low GDP,Low,100202
23841,Spain,2011,male,55-74 years,603,4282522,14.08,"1,488,067,258,325",34097,Boomers,Low GDP,Low,100202
23842,Spain,2011,male,35-54 years,942,7264343,12.97,"1,488,067,258,325",34097,Generation X,Low GDP,Low,100202
23843,Spain,2011,male,25-34 years,282,3561829,7.92,"1,488,067,258,325",34097,Millenials,Low GDP,Low,100202
23844,Spain,2011,female,75+ years,133,2482153,5.36,"1,488,067,258,325",34097,Silent,Low GDP,Low,100202
23845,Spain,2011,female,55-74 years,230,4716571,4.88,"1,488,067,258,325",34097,Boomers,Low GDP,Low,100202
23846,Spain,2011,female,35-54 years,290,7123072,4.07,"1,488,067,258,325",34097,Generation X,Low GDP,Low,100202
23847,Spain,2011,male,15-24 years,93,2391304,3.89,"1,488,067,258,325",34097,Millenials,Low GDP,Low,100202
23848,Spain,2011,female,25-34 years,70,3430347,2.04,"1,488,067,258,325",34097,Millenials,Low GDP,Low,100202
23849,Spain,2011,female,15-24 years,21,2294452,0.92,"1,488,067,258,325",34097,Millenials,Low GDP,Low,100202
23850,Spain,2011,female,5-14 years,1,2190917,0.05,"1,488,067,258,325",34097,Generation Z,Low GDP,Low,100202
23851,Spain,2011,male,5-14 years,1,2317337,0.04,"1,488,067,258,325",34097,Generation Z,Low GDP,Low,100202
23852,Spain,2012,male,75+ years,571,1655129,34.5,"1,336,018,949,806",30146,Silent,Low GDP,Low,100202
23853,Spain,2012,male,55-74 years,695,4411118,15.76,"1,336,018,949,806",30146,Boomers,Low GDP,Low,100202
23854,Spain,2012,male,35-54 years,1016,7529797,13.49,"1,336,018,949,806",30146,Generation X,Low GDP,Low,100202
23855,Spain,2012,male,25-34 years,318,3431219,9.27,"1,336,018,949,806",30146,Millenials,Low GDP,Low,100202
23856,Spain,2012,female,75+ years,143,2583804,5.53,"1,336,018,949,806",30146,Silent,Low GDP,Low,100202
23857,Spain,2012,male,15-24 years,120,2380360,5.04,"1,336,018,949,806",30146,Millenials,Low GDP,Low,100202
23858,Spain,2012,female,55-74 years,230,4772892,4.82,"1,336,018,949,806",30146,Boomers,Low GDP,Low,100202
23859,Spain,2012,female,35-54 years,333,7311647,4.55,"1,336,018,949,806",30146,Generation X,Low GDP,Low,100202
23860,Spain,2012,female,25-34 years,74,3332672,2.22,"1,336,018,949,806",30146,Millenials,Low GDP,Low,100202
23861,Spain,2012,female,15-24 years,34,2275761,1.49,"1,336,018,949,806",30146,Millenials,Low GDP,Low,100202
23862,Spain,2012,male,5-14 years,4,2384853,0.17,"1,336,018,949,806",30146,Generation Z,Low GDP,Low,100202
23863,Spain,2012,female,5-14 years,1,2249607,0.04,"1,336,018,949,806",30146,Generation Z,Low GDP,Low,100202
23864,Spain,2013,male,75+ years,530,1676659,31.61,"1,361,854,206,549",30792,Silent,Low GDP,Low,100202
23865,Spain,2013,male,55-74 years,812,4513382,17.99,"1,361,854,206,549",30792,Boomers,Low GDP,Low,100202
23866,Spain,2013,male,35-54 years,1174,7548690,15.55,"1,361,854,206,549",30792,Generation X,Low GDP,Low,100202
23867,Spain,2013,male,25-34 years,260,3221833,8.07,"1,361,854,206,549",30792,Millenials,Low GDP,Low,100202
23868,Spain,2013,female,75+ years,173,2610418,6.63,"1,361,854,206,549",30792,Silent,Low GDP,Low,100202
23869,Spain,2013,female,55-74 years,287,4877060,5.88,"1,361,854,206,549",30792,Boomers,Low GDP,Low,100202
23870,Spain,2013,male,15-24 years,131,2330807,5.62,"1,361,854,206,549",30792,Millenials,Low GDP,Low,100202
23871,Spain,2013,female,35-54 years,373,7349605,5.08,"1,361,854,206,549",30792,Generation X,Low GDP,Low,100202
23872,Spain,2013,female,25-34 years,79,3167837,2.49,"1,361,854,206,549",30792,Millenials,Low GDP,Low,100202
23873,Spain,2013,female,15-24 years,45,2226350,2.02,"1,361,854,206,549",30792,Millenials,Low GDP,Low,100202
23874,Spain,2013,male,5-14 years,6,2422042,0.25,"1,361,854,206,549",30792,Generation Z,Low GDP,Low,100202
23875,Spain,2013,female,5-14 years,3,2282942,0.13,"1,361,854,206,549",30792,Generation Z,Low GDP,Low,100202
23876,Spain,2014,male,75+ years,587,1677547,34.99,"1,376,910,811,041",31171,Silent,Low GDP,Low,100202
23877,Spain,2014,male,55-74 years,759,4639848,16.36,"1,376,910,811,041",31171,Boomers,Low GDP,Low,100202
23878,Spain,2014,male,35-54 years,1184,7552174,15.68,"1,376,910,811,041",31171,Generation X,Low GDP,Low,100202
23879,Spain,2014,male,25-34 years,268,3040808,8.81,"1,376,910,811,041",31171,Millenials,Low GDP,Low,100202
23880,Spain,2014,female,75+ years,157,2611618,6.01,"1,376,910,811,041",31171,Silent,Low GDP,Low,100202
23881,Spain,2014,male,15-24 years,136,2297600,5.92,"1,376,910,811,041",31171,Millenials,Low GDP,Low,100202
23882,Spain,2014,female,55-74 years,294,5008921,5.87,"1,376,910,811,041",31171,Boomers,Low GDP,Low,100202
23883,Spain,2014,female,35-54 years,380,7373279,5.15,"1,376,910,811,041",31171,Generation X,Low GDP,Low,100202
23884,Spain,2014,female,25-34 years,86,3012206,2.86,"1,376,910,811,041",31171,Millenials,Low GDP,Low,100202
23885,Spain,2014,female,15-24 years,50,2191362,2.28,"1,376,910,811,041",31171,Millenials,Low GDP,Low,100202
23886,Spain,2014,female,5-14 years,6,2312052,0.26,"1,376,910,811,041",31171,Generation Z,Low GDP,Low,100202
23887,Spain,2014,male,5-14 years,4,2455356,0.16,"1,376,910,811,041",31171,Generation Z,Low GDP,Low,100202
23888,Spain,2015,male,75+ years,573,1693221,33.84,"1,197,789,902,774",27108,Silent,Low GDP,Low,100202
23889,Spain,2015,male,55-74 years,736,4750328,15.49,"1,197,789,902,774",27108,Boomers,Low GDP,Low,100202
23890,Spain,2015,male,35-54 years,1015,7551081,13.44,"1,197,789,902,774",27108,Generation X,Low GDP,Low,100202
23891,Spain,2015,male,25-34 years,241,2897590,8.32,"1,197,789,902,774",27108,Millenials,Low GDP,Low,100202
23892,Spain,2015,female,75+ years,168,2624796,6.4,"1,197,789,902,774",27108,Silent,Low GDP,Low,100202
23893,Spain,2015,female,55-74 years,281,5125562,5.48,"1,197,789,902,774",27108,Boomers,Low GDP,Low,100202
23894,Spain,2015,female,35-54 years,360,7389698,4.87,"1,197,789,902,774",27108,Generation X,Low GDP,Low,100202
23895,Spain,2015,male,15-24 years,109,2287320,4.77,"1,197,789,902,774",27108,Millenials,Low GDP,Low,100202
23896,Spain,2015,female,25-34 years,66,2884411,2.29,"1,197,789,902,774",27108,Millenials,Low GDP,Low,100202
23897,Spain,2015,female,15-24 years,47,2177807,2.16,"1,197,789,902,774",27108,Millenials,Low GDP,Low,100202
23898,Spain,2015,male,5-14 years,7,2475209,0.28,"1,197,789,902,774",27108,Generation Z,Low GDP,Low,100202
23899,Spain,2015,female,5-14 years,1,2329505,0.04,"1,197,789,902,774",27108,Generation Z,Low GDP,Low,100202
23900,Sri Lanka,1985,male,75+ years,144,115000,125.22,"5,978,460,972",431,G.I. Generation,Low GDP,Low,55641
23901,Sri Lanka,1985,male,15-24 years,1432,1673000,85.59,"5,978,460,972",431,Generation X,Low GDP,Low,55641
23902,Sri Lanka,1985,male,25-34 years,1024,1288000,79.5,"5,978,460,972",431,Boomers,Low GDP,Low,55641
23903,Sri Lanka,1985,male,55-74 years,443,680000,65.15,"5,978,460,972",431,G.I. Generation,Low GDP,Low,55641
23904,Sri Lanka,1985,female,15-24 years,943,1652000,57.08,"5,978,460,972",431,Generation X,Low GDP,Low,55641
23905,Sri Lanka,1985,male,35-54 years,824,1469000,56.09,"5,978,460,972",431,Silent,Low GDP,Low,55641
23906,Sri Lanka,1985,female,25-34 years,426,1268000,33.6,"5,978,460,972",431,Boomers,Low GDP,Low,55641
23907,Sri Lanka,1985,female,75+ years,23,106000,21.7,"5,978,460,972",431,G.I. Generation,Low GDP,Low,55641
23908,Sri Lanka,1985,female,35-54 years,203,1402000,14.48,"5,978,460,972",431,Silent,Low GDP,Low,55641
23909,Sri Lanka,1985,female,55-74 years,80,600000,13.33,"5,978,460,972",431,G.I. Generation,Low GDP,Low,55641
23910,Sri Lanka,1985,male,5-14 years,71,1836000,3.87,"5,978,460,972",431,Generation X,Low GDP,Low,55641
23911,Sri Lanka,1985,female,5-14 years,55,1768000,3.11,"5,978,460,972",431,Generation X,Low GDP,Low,55641
23912,Sri Lanka,1986,male,75+ years,145,117200,123.72,"6,405,210,564",454,G.I. Generation,Low GDP,Low,55641
23913,Sri Lanka,1986,male,25-34 years,1045,1310300,79.75,"6,405,210,564",454,Boomers,Low GDP,Low,55641
23914,Sri Lanka,1986,male,15-24 years,1304,1702300,76.6,"6,405,210,564",454,Generation X,Low GDP,Low,55641
23915,Sri Lanka,1986,male,55-74 years,461,690600,66.75,"6,405,210,564",454,G.I. Generation,Low GDP,Low,55641
23916,Sri Lanka,1986,male,35-54 years,851,1495400,56.91,"6,405,210,564",454,Silent,Low GDP,Low,55641
23917,Sri Lanka,1986,female,15-24 years,804,1680400,47.85,"6,405,210,564",454,Generation X,Low GDP,Low,55641
23918,Sri Lanka,1986,female,25-34 years,365,1290400,28.29,"6,405,210,564",454,Boomers,Low GDP,Low,55641
23919,Sri Lanka,1986,female,75+ years,22,109400,20.11,"6,405,210,564",454,G.I. Generation,Low GDP,Low,55641
23920,Sri Lanka,1986,female,35-54 years,193,1425200,13.54,"6,405,210,564",454,Silent,Low GDP,Low,55641
23921,Sri Lanka,1986,female,55-74 years,72,611700,11.77,"6,405,210,564",454,G.I. Generation,Low GDP,Low,55641
23922,Sri Lanka,1986,male,5-14 years,48,1868800,2.57,"6,405,210,564",454,Generation X,Low GDP,Low,55641
23923,Sri Lanka,1986,female,5-14 years,35,1799700,1.94,"6,405,210,564",454,Generation X,Low GDP,Low,55641
23924,Sri Lanka,1996,male,75+ years,146,191662,76.18,"13,897,738,375",834,G.I. Generation,Low GDP,Low,55641
23925,Sri Lanka,1996,male,55-74 years,648,919081,70.51,"13,897,738,375",834,Silent,Low GDP,Low,55641
23926,Sri Lanka,1996,male,25-34 years,918,1524411,60.22,"13,897,738,375",834,Generation X,Low GDP,Low,55641
23927,Sri Lanka,1996,male,35-54 years,1211,2095820,57.78,"13,897,738,375",834,Boomers,Low GDP,Low,55641
23928,Sri Lanka,1996,male,15-24 years,768,1772399,43.33,"13,897,738,375",834,Generation X,Low GDP,Low,55641
23929,Sri Lanka,1996,female,15-24 years,500,1726757,28.96,"13,897,738,375",834,Generation X,Low GDP,Low,55641
23930,Sri Lanka,1996,female,25-34 years,284,1516469,18.73,"13,897,738,375",834,Generation X,Low GDP,Low,55641
23931,Sri Lanka,1996,female,75+ years,30,196180,15.29,"13,897,738,375",834,G.I. Generation,Low GDP,Low,55641
23932,Sri Lanka,1996,female,35-54 years,228,2135855,10.67,"13,897,738,375",834,Boomers,Low GDP,Low,55641
23933,Sri Lanka,1996,female,55-74 years,102,966021,10.56,"13,897,738,375",834,Silent,Low GDP,Low,55641
23934,Sri Lanka,1996,male,5-14 years,37,1840930,2.01,"13,897,738,375",834,Millenials,Low GDP,Low,55641
23935,Sri Lanka,1996,female,5-14 years,26,1768842,1.47,"13,897,738,375",834,Millenials,Low GDP,Low,55641
23936,Sri Lanka,1997,male,75+ years,181,195537,92.57,"15,091,913,884",900,G.I. Generation,Low GDP,Low,55641
23937,Sri Lanka,1997,male,25-34 years,1109,1514832,73.21,"15,091,913,884",900,Generation X,Low GDP,Low,55641
23938,Sri Lanka,1997,male,55-74 years,649,930446,69.75,"15,091,913,884",900,Silent,Low GDP,Low,55641
23939,Sri Lanka,1997,male,35-54 years,1491,2161948,68.97,"15,091,913,884",900,Boomers,Low GDP,Low,55641
23940,Sri Lanka,1997,male,15-24 years,924,1779781,51.92,"15,091,913,884",900,Generation X,Low GDP,Low,55641
23941,Sri Lanka,1997,female,15-24 years,623,1738059,35.84,"15,091,913,884",900,Generation X,Low GDP,Low,55641
23942,Sri Lanka,1997,female,75+ years,53,201309,26.33,"15,091,913,884",900,G.I. Generation,Low GDP,Low,55641
23943,Sri Lanka,1997,female,25-34 years,341,1514575,22.51,"15,091,913,884",900,Generation X,Low GDP,Low,55641
23944,Sri Lanka,1997,female,35-54 years,313,2204629,14.2,"15,091,913,884",900,Boomers,Low GDP,Low,55641
23945,Sri Lanka,1997,female,55-74 years,118,984037,11.99,"15,091,913,884",900,Silent,Low GDP,Low,55641
23946,Sri Lanka,1997,female,5-14 years,49,1739451,2.82,"15,091,913,884",900,Millenials,Low GDP,Low,55641
23947,Sri Lanka,1997,male,5-14 years,36,1810805,1.99,"15,091,913,884",900,Millenials,Low GDP,Low,55641
23948,Sri Lanka,1998,male,75+ years,214,197754,108.22,"15,794,972,847",935,G.I. Generation,Low GDP,Low,55641
23949,Sri Lanka,1998,male,55-74 years,677,946470,71.53,"15,794,972,847",935,Silent,Low GDP,Low,55641
23950,Sri Lanka,1998,male,35-54 years,1567,2224435,70.44,"15,794,972,847",935,Boomers,Low GDP,Medium,55641
23951,Sri Lanka,1998,male,25-34 years,968,1499623,64.55,"15,794,972,847",935,Generation X,Low GDP,Low,55641
23952,Sri Lanka,1998,male,15-24 years,740,1792565,41.28,"15,794,972,847",935,Generation X,Low GDP,Low,55641
23953,Sri Lanka,1998,female,15-24 years,522,1753245,29.77,"15,794,972,847",935,Generation X,Low GDP,Low,55641
23954,Sri Lanka,1998,female,25-34 years,310,1508958,20.54,"15,794,972,847",935,Generation X,Low GDP,Low,55641
23955,Sri Lanka,1998,female,75+ years,32,205515,15.57,"15,794,972,847",935,G.I. Generation,Low GDP,Low,55641
23956,Sri Lanka,1998,female,35-54 years,278,2271131,12.24,"15,794,972,847",935,Boomers,Low GDP,Low,55641
23957,Sri Lanka,1998,female,55-74 years,118,1006698,11.72,"15,794,972,847",935,Silent,Low GDP,Low,55641
23958,Sri Lanka,1998,female,5-14 years,52,1710834,3.04,"15,794,972,847",935,Millenials,Low GDP,Low,55641
23959,Sri Lanka,1998,male,5-14 years,40,1780463,2.25,"15,794,972,847",935,Millenials,Low GDP,Low,55641
23960,Sri Lanka,1999,male,75+ years,182,198230,91.81,"15,656,327,860",920,G.I. Generation,Low GDP,Low,55641
23961,Sri Lanka,1999,male,35-54 years,1609,2281687,70.52,"15,656,327,860",920,Boomers,Low GDP,Medium,55641
23962,Sri Lanka,1999,male,55-74 years,683,968940,70.49,"15,656,327,860",920,Silent,Low GDP,Low,55641
23963,Sri Lanka,1999,male,25-34 years,997,1481693,67.29,"15,656,327,860",920,Generation X,Low GDP,Low,55641
23964,Sri Lanka,1999,male,15-24 years,765,1805721,42.37,"15,656,327,860",920,Generation X,Low GDP,Low,55641
23965,Sri Lanka,1999,female,15-24 years,536,1767426,30.33,"15,656,327,860",920,Generation X,Low GDP,Low,55641
23966,Sri Lanka,1999,female,75+ years,49,208739,23.47,"15,656,327,860",920,G.I. Generation,Low GDP,Low,55641
23967,Sri Lanka,1999,female,25-34 years,303,1501778,20.18,"15,656,327,860",920,Generation X,Low GDP,Low,55641
23968,Sri Lanka,1999,female,35-54 years,304,2334618,13.02,"15,656,327,860",920,Boomers,Low GDP,Low,55641
23969,Sri Lanka,1999,female,55-74 years,121,1035715,11.68,"15,656,327,860",920,Silent,Low GDP,Low,55641
23970,Sri Lanka,1999,female,5-14 years,35,1684408,2.08,"15,656,327,860",920,Millenials,Low GDP,Low,55641
23971,Sri Lanka,1999,male,5-14 years,35,1751332,2.0,"15,656,327,860",920,Millenials,Low GDP,Low,55641
23972,Sri Lanka,2000,male,75+ years,200,196877,101.59,"16,330,814,180",953,G.I. Generation,Low GDP,Low,55641
23973,Sri Lanka,2000,male,55-74 years,729,999107,72.97,"16,330,814,180",953,Silent,Low GDP,Low,55641
23974,Sri Lanka,2000,male,35-54 years,1521,2331906,65.23,"16,330,814,180",953,Boomers,Low GDP,Medium,55641
23975,Sri Lanka,2000,male,25-34 years,873,1464384,59.62,"16,330,814,180",953,Generation X,Low GDP,Low,55641
23976,Sri Lanka,2000,male,15-24 years,615,1815183,33.88,"16,330,814,180",953,Generation X,Low GDP,Low,55641
23977,Sri Lanka,2000,female,15-24 years,504,1776940,28.36,"16,330,814,180",953,Generation X,Low GDP,Low,55641
23978,Sri Lanka,2000,female,25-34 years,288,1495529,19.26,"16,330,814,180",953,Generation X,Low GDP,Low,55641
23979,Sri Lanka,2000,female,75+ years,40,210936,18.96,"16,330,814,180",953,G.I. Generation,Low GDP,Low,55641
23980,Sri Lanka,2000,female,35-54 years,309,2394085,12.91,"16,330,814,180",953,Boomers,Low GDP,Low,55641
23981,Sri Lanka,2000,female,55-74 years,125,1072256,11.66,"16,330,814,180",953,Silent,Low GDP,Low,55641
23982,Sri Lanka,2000,female,5-14 years,27,1659830,1.63,"16,330,814,180",953,Millenials,Low GDP,Low,55641
23983,Sri Lanka,2000,male,5-14 years,21,1723309,1.22,"16,330,814,180",953,Millenials,Low GDP,Low,55641
23984,Sri Lanka,2001,male,75+ years,162,204801,79.1,"15,749,753,805",912,Silent,Low GDP,Low,55641
23985,Sri Lanka,2001,male,55-74 years,671,1025106,65.46,"15,749,753,805",912,Silent,Low GDP,Low,55641
23986,Sri Lanka,2001,male,35-54 years,1468,2362538,62.14,"15,749,753,805",912,Boomers,Low GDP,Low,55641
23987,Sri Lanka,2001,male,25-34 years,755,1469938,51.36,"15,749,753,805",912,Generation X,Low GDP,Low,55641
23988,Sri Lanka,2001,male,15-24 years,508,1811743,28.04,"15,749,753,805",912,Millenials,Low GDP,Low,55641
23989,Sri Lanka,2001,female,15-24 years,394,1778830,22.15,"15,749,753,805",912,Millenials,Low GDP,Low,55641
23990,Sri Lanka,2001,female,25-34 years,224,1503451,14.9,"15,749,753,805",912,Generation X,Low GDP,Low,55641
23991,Sri Lanka,2001,female,75+ years,31,222745,13.92,"15,749,753,805",912,Silent,Low GDP,Low,55641
23992,Sri Lanka,2001,female,35-54 years,244,2437630,10.01,"15,749,753,805",912,Boomers,Low GDP,Low,55641
23993,Sri Lanka,2001,female,55-74 years,100,1109859,9.01,"15,749,753,805",912,Silent,Low GDP,Low,55641
23994,Sri Lanka,2001,male,5-14 years,18,1699714,1.06,"15,749,753,805",912,Millenials,Low GDP,Low,55641
23995,Sri Lanka,2001,female,5-14 years,15,1640606,0.91,"15,749,753,805",912,Millenials,Low GDP,Low,55641
23996,Sri Lanka,2002,male,75+ years,165,211446,78.03,"16,536,535,647",951,Silent,Low GDP,Low,55641
23997,Sri Lanka,2002,male,35-54 years,1476,2389646,61.77,"16,536,535,647",951,Boomers,Low GDP,Low,55641
23998,Sri Lanka,2002,male,55-74 years,641,1055685,60.72,"16,536,535,647",951,Silent,Low GDP,Low,55641
23999,Sri Lanka,2002,male,25-34 years,639,1478000,43.23,"16,536,535,647",951,Generation X,Low GDP,Low,55641
24000,Sri Lanka,2002,male,15-24 years,520,1799884,28.89,"16,536,535,647",951,Millenials,Low GDP,Low,55641
24001,Sri Lanka,2002,female,15-24 years,335,1772766,18.9,"16,536,535,647",951,Millenials,Low GDP,Low,55641
24002,Sri Lanka,2002,female,25-34 years,213,1514774,14.06,"16,536,535,647",951,Generation X,Low GDP,Low,55641
24003,Sri Lanka,2002,female,75+ years,31,234216,13.24,"16,536,535,647",951,Silent,Low GDP,Low,55641
24004,Sri Lanka,2002,female,55-74 years,106,1153099,9.19,"16,536,535,647",951,Silent,Low GDP,Low,55641
24005,Sri Lanka,2002,female,35-54 years,204,2477980,8.23,"16,536,535,647",951,Boomers,Low GDP,Low,55641
24006,Sri Lanka,2002,female,5-14 years,28,1626383,1.72,"16,536,535,647",951,Millenials,Low GDP,Low,55641
24007,Sri Lanka,2002,male,5-14 years,24,1682076,1.43,"16,536,535,647",951,Millenials,Low GDP,Low,55641
24008,Sri Lanka,2003,male,75+ years,190,216549,87.74,"18,881,765,437",1077,Silent,Low GDP,Low,55641
24009,Sri Lanka,2003,male,55-74 years,690,1089743,63.32,"18,881,765,437",1077,Silent,Low GDP,Low,55641
24010,Sri Lanka,2003,male,35-54 years,1483,2413016,61.46,"18,881,765,437",1077,Boomers,Low GDP,Low,55641
24011,Sri Lanka,2003,male,25-34 years,650,1488285,43.67,"18,881,765,437",1077,Generation X,Low GDP,Low,55641
24012,Sri Lanka,2003,male,15-24 years,509,1781707,28.57,"18,881,765,437",1077,Millenials,Low GDP,Low,55641
24013,Sri Lanka,2003,female,15-24 years,358,1760232,20.34,"18,881,765,437",1077,Millenials,Low GDP,Low,55641
24014,Sri Lanka,2003,female,75+ years,38,245223,15.5,"18,881,765,437",1077,Silent,Low GDP,Low,55641
24015,Sri Lanka,2003,female,25-34 years,186,1529565,12.16,"18,881,765,437",1077,Generation X,Low GDP,Low,55641
24016,Sri Lanka,2003,female,55-74 years,111,1200816,9.24,"18,881,765,437",1077,Silent,Low GDP,Low,55641
24017,Sri Lanka,2003,female,35-54 years,218,2514643,8.67,"18,881,765,437",1077,Boomers,Low GDP,Low,55641
24018,Sri Lanka,2003,female,5-14 years,23,1615933,1.42,"18,881,765,437",1077,Millenials,Low GDP,Low,55641
24019,Sri Lanka,2003,male,5-14 years,11,1668884,0.66,"18,881,765,437",1077,Millenials,Low GDP,Low,55641
24020,Sri Lanka,2006,male,75+ years,211,224927,93.81,"28,267,410,543",1580,Silent,Low GDP,Low,55641
24021,Sri Lanka,2006,male,55-74 years,649,1187973,54.63,"28,267,410,543",1580,Silent,Low GDP,Low,55641
24022,Sri Lanka,2006,male,35-54 years,1246,2465505,50.54,"28,267,410,543",1580,Boomers,Low GDP,Low,55641
24023,Sri Lanka,2006,male,25-34 years,573,1541529,37.17,"28,267,410,543",1580,Generation X,Low GDP,Low,55641
24024,Sri Lanka,2006,male,15-24 years,423,1697398,24.92,"28,267,410,543",1580,Millenials,Low GDP,Low,55641
24025,Sri Lanka,2006,female,15-24 years,333,1699144,19.6,"28,267,410,543",1580,Millenials,Low GDP,Low,55641
24026,Sri Lanka,2006,female,75+ years,51,276505,18.44,"28,267,410,543",1580,Silent,Low GDP,Low,55641
24027,Sri Lanka,2006,female,25-34 years,194,1594072,12.17,"28,267,410,543",1580,Generation X,Low GDP,Low,55641
24028,Sri Lanka,2006,female,55-74 years,111,1344897,8.25,"28,267,410,543",1580,Silent,Low GDP,Low,55641
24029,Sri Lanka,2006,female,35-54 years,198,2603293,7.61,"28,267,410,543",1580,Boomers,Low GDP,Low,55641
24030,Sri Lanka,2006,male,5-14 years,15,1650300,0.91,"28,267,410,543",1580,Millenials,Low GDP,Low,55641
24031,Sri Lanka,2006,female,5-14 years,11,1606015,0.68,"28,267,410,543",1580,Millenials,Low GDP,Low,55641
24032,Suriname,1985,male,35-54 years,20,20500,97.56,"873,250,000",2706,Silent,Low GDP,Low,2166
24033,Suriname,1985,male,75+ years,2,2200,90.91,"873,250,000",2706,G.I. Generation,Low GDP,Low,2166
24034,Suriname,1985,male,25-34 years,11,16100,68.32,"873,250,000",2706,Boomers,Low GDP,Low,2166
24035,Suriname,1985,male,55-74 years,6,11700,51.28,"873,250,000",2706,G.I. Generation,Low GDP,Low,2166
24036,Suriname,1985,female,75+ years,2,4200,47.62,"873,250,000",2706,G.I. Generation,Low GDP,Low,2166
24037,Suriname,1985,female,55-74 years,5,15000,33.33,"873,250,000",2706,G.I. Generation,Low GDP,Low,2166
24038,Suriname,1985,male,15-24 years,17,53700,31.66,"873,250,000",2706,Generation X,Low GDP,Low,2166
24039,Suriname,1985,female,35-54 years,7,22600,30.97,"873,250,000",2706,Silent,Low GDP,Low,2166
24040,Suriname,1985,female,15-24 years,7,51400,13.62,"873,250,000",2706,Generation X,Low GDP,Low,2166
24041,Suriname,1985,male,5-14 years,2,54600,3.66,"873,250,000",2706,Generation X,Low GDP,Low,2166
24042,Suriname,1985,female,5-14 years,1,52400,1.91,"873,250,000",2706,Generation X,Low GDP,Low,2166
24043,Suriname,1985,female,25-34 years,0,18300,0.0,"873,250,000",2706,Boomers,Low GDP,Low,2166
24044,Suriname,1986,male,75+ years,2,2867,69.76,"891,000,000",2731,G.I. Generation,Low GDP,Low,2166
24045,Suriname,1986,male,15-24 years,13,43404,29.95,"891,000,000",2731,Generation X,Low GDP,Low,2166
24046,Suriname,1986,female,75+ years,1,3737,26.76,"891,000,000",2731,G.I. Generation,Low GDP,Low,2166
24047,Suriname,1986,male,35-54 years,7,32808,21.34,"891,000,000",2731,Silent,Low GDP,Low,2166
